"","genes","logFC","logCPM","F","PValue","FDR"
"ENSG00000126262","ENSG00000126262",1.11634347450774,4.30426030464938,8.69314009667801,0.0082546575107628,0.0837366122318051
"ENSG00000174917","ENSG00000174917",0.274183762110891,5.31682466286311,8.15417687064318,0.00826445301128988,0.08380755079777
"ENSG00000182606","ENSG00000182606",-0.357892382003975,6.58168825175393,8.11207046131269,0.0082754254813719,0.083866715913682
"ENSG00000178623","ENSG00000178623",-0.721342161265118,4.4340127238088,8.43426825474641,0.00827589629363904,0.083866715913682
"ENSG00000088876","ENSG00000088876",-0.602600290869336,3.31286886668584,22.7292369121612,0.00828850613516396,0.0839660487710292
"ENSG00000136144","ENSG00000136144",-0.378351816377706,5.05181404762294,8.10475765596733,0.00830106359436719,0.0840647838772607
"ENSG00000078668","ENSG00000078668",0.263412306541609,7.23803648052963,8.09579528287046,0.00833260308370379,0.0843521296670449
"ENSG00000166033","ENSG00000166033",1.44955902255759,2.17917788838459,8.53352483256762,0.00833753891220962,0.0843521296670449
"ENSG00000182782","ENSG00000182782",-1.45025670146894,5.01151738901267,8.73535546939944,0.0083378998594143,0.0843521296670449
"ENSG00000179899","ENSG00000179899",-1.02507897941957,2.22768380939941,19.1249615020023,0.00836747750479102,0.0846227307341141
"ENSG00000121671","ENSG00000121671",-0.601535419817385,6.16241580123829,8.41181252932698,0.0083893560080481,0.0848153115012435
"ENSG00000102174","ENSG00000102174",-1.97020416738321,1.88428655077803,8.60761244637782,0.00839529079664689,0.0848466276693901
"ENSG00000118482","ENSG00000118482",-0.295180701860143,6.55434027017785,8.07436075223094,0.00840856431990825,0.0849261086432529
"ENSG00000177721","ENSG00000177721",-0.452398375531094,4.75287361521229,8.07428477834639,0.00840883490027326,0.0849261086432529
"ENSG00000125245","ENSG00000125245",-1.28918075775169,4.81362183930715,8.69681136679339,0.00841385465874302,0.0849360995069609
"ENSG00000135114","ENSG00000135114",1.39881053146762,6.25039492154657,8.71418845146344,0.00841550452563535,0.0849360995069609
"ENSG00000109065","ENSG00000109065",-0.323038374643857,5.75213008487934,8.07112369127793,0.00842010150229163,0.0849538243677568
"ENSG00000130052","ENSG00000130052",-0.599051752299292,4.05746665201161,8.15373192550438,0.00843256358457567,0.0850508647543795
"ENSG00000101773","ENSG00000101773",0.41533710647074,4.5619640386363,8.06245667514277,0.00845107657234745,0.0852088485826198
"ENSG00000123427","ENSG00000123427",-0.856693158092222,2.6884292054789,8.18889780408538,0.00847189103289921,0.0853899229318675
"ENSG00000127903","ENSG00000127903",-1.45747588049552,1.94002897028181,8.43027284269455,0.00847582990020918,0.0853997022194938
"ENSG00000183762","ENSG00000183762",1.51772240555393,1.8713858937334,8.44633419503712,0.00847857267646471,0.0853997022194938
"ENSG00000163521","ENSG00000163521",-1.00513504520852,2.72002715858014,8.32741960994942,0.0084933905163812,0.0855201492903635
"ENSG00000076108","ENSG00000076108",-0.255948360877617,6.71522023603684,8.03733332884732,0.00854156895826806,0.0859763109044114
"ENSG00000102910","ENSG00000102910",-0.248558658560677,6.78536888952364,8.03521151614429,0.00854925979607072,0.0860247692468017
"ENSG00000105856","ENSG00000105856",-0.784277765272635,7.0704489629036,8.54027803745641,0.00856572532569559,0.0861614584140352
"ENSG00000132825","ENSG00000132825",-0.591193480080309,3.33569798187892,14.8908415960077,0.00858565389667704,0.0863328782044812
"ENSG00000268043","ENSG00000268043",-0.422795903247259,4.41937462578033,8.02277826175231,0.00859447803378789,0.0863885325328474
"ENSG00000134987","ENSG00000134987",-0.34107465010135,5.37311937540105,8.02209619682425,0.00859696615341093,0.0863885325328474
"ENSG00000171492","ENSG00000171492",-0.242533127296528,6.12005673214047,8.02044421895351,0.00860299569443358,0.0864200827148257
"ENSG00000020181","ENSG00000020181",-0.93023068695727,2.39299570540567,9.32239127752962,0.00860702548317275,0.0864315302465685
"ENSG00000072736","ENSG00000072736",-0.340514544517235,7.56555939816899,8.01596092411397,0.00861938248170645,0.0865265636506986
"ENSG00000183527","ENSG00000183527",0.416536381150572,4.20042428621732,11.2749789218284,0.00864451229871273,0.0867497115077195
"ENSG00000213523","ENSG00000213523",0.393269783130544,6.44011768443567,8.00736095903721,0.0086509113346726,0.0867848049189481
"ENSG00000138698","ENSG00000138698",0.252673558356114,5.63596248195906,8.00431656861511,0.00866210267239821,0.0868679344124978
"ENSG00000256235","ENSG00000256235",0.879395882384972,5.09390348990448,8.52202896622601,0.00869959418497894,0.0871923975684285
"ENSG00000166886","ENSG00000166886",1.48279669207144,3.79456210332945,8.59488923024687,0.00870028805698681,0.0871923975684285
"ENSG00000141580","ENSG00000141580",-0.291447078017779,6.66668503909835,7.99259235516915,0.00870534915605171,0.087213891628719
"ENSG00000250138","ENSG00000250138",-1.09326605850732,2.65240014183117,8.31652564976472,0.00872676457476066,0.0873991609538572
"ENSG00000214279","ENSG00000214279",-1.01290219333094,3.0114227961199,8.32230096647527,0.00873489616884086,0.0874513123298245
"ENSG00000102007","ENSG00000102007",0.493725925964824,6.2684101711459,8.14005100102048,0.00874449033036241,0.0875180667100026
"ENSG00000182372","ENSG00000182372",-0.549924880902175,3.74895967255193,7.97995172466795,0.00875223984760621,0.0875663207235409
"ENSG00000176293","ENSG00000176293",-1.01133692343633,2.23727614903199,11.112516633483,0.00877580236044834,0.0877726988592668
"ENSG00000161618","ENSG00000161618",-0.259387162045212,5.76662328746367,7.97119518848076,0.00878488383025061,0.0878341527728668
"ENSG00000124721","ENSG00000124721",1.54154290528862,1.61916562468916,33.9619052608019,0.00883079332562045,0.0882636612308421
"ENSG00000135956","ENSG00000135956",-0.346960746542794,7.48530821876231,7.95597367264844,0.00884194536548213,0.088318413373151
"ENSG00000168090","ENSG00000168090",0.24974168436612,7.11682573382402,7.95591186606025,0.00884217788460839,0.088318413373151
"ENSG00000071242","ENSG00000071242",-0.508966026877217,4.13435657011241,7.95499321009515,0.00884563469520171,0.0883234409215383
"ENSG00000171311","ENSG00000171311",0.290374834727577,5.25221073982102,7.94901880526321,0.00886815176780282,0.0885187178291533
"ENSG00000090013","ENSG00000090013",0.724475407292965,7.0203462509811,8.40496482267997,0.0088743082100973,0.0885506129539405
"ENSG00000198712","ENSG00000198712",0.358033894301209,10.7724173401791,7.94019764155785,0.00890151239995024,0.0887818756593784
"ENSG00000124198","ENSG00000124198",-0.321683942336335,5.86800660805739,7.93912364540274,0.00890558346619371,0.0887818756593784
"ENSG00000109084","ENSG00000109084",0.674507498525687,3.02389666284435,18.2906445088624,0.00890639113787445,0.0887818756593784
"ENSG00000161642","ENSG00000161642",-0.365587345045176,6.14365996045746,7.93686928475688,0.00891413540097681,0.0888294632343257
"ENSG00000179134","ENSG00000179134",-0.307685138891186,5.6191421565464,7.93248650685333,0.00893078714241821,0.0889657526628969
"ENSG00000033327","ENSG00000033327",-0.495295767072847,4.7711831443222,7.97812150695023,0.00894037404476729,0.089031597005916
"ENSG00000008405","ENSG00000008405",-0.32560571698092,5.42058584356466,7.92487886639975,0.00895977188417833,0.089190977013977
"ENSG00000115541","ENSG00000115541",0.57257928171811,4.29236469385362,8.02328433990738,0.00896263270307954,0.089190977013977
"ENSG00000076321","ENSG00000076321",-0.332914651490931,5.21499271072418,7.92342411364466,0.00896532609610483,0.089190977013977
"ENSG00000186603","ENSG00000186603",1.47012179140825,1.67191105129588,38.5231213341931,0.00898555164217757,0.0893624615428401
"ENSG00000026950","ENSG00000026950",-0.384288152549862,7.36805149494989,7.91204940714178,0.0090088841315152,0.0895647207290433
"ENSG00000158805","ENSG00000158805",-0.384877923482466,6.44426159985137,7.91017218617704,0.00901609487775466,0.0896066192486717
"ENSG00000111752","ENSG00000111752",-0.392197307980614,4.97552705507372,7.90922587183058,0.00901973222868493,0.089612987474692
"ENSG00000173372","ENSG00000173372",0.940721983228865,4.28818895700856,8.39099689741353,0.00902357289519055,0.0896213707840164
"ENSG00000281162","ENSG00000281162",-0.845331472380339,2.56251372593365,9.02726215798167,0.00902830901390383,0.0896386391304098
"ENSG00000173597","ENSG00000173597",-0.729186882331168,3.72276629648315,8.10098505308359,0.00903169820787243,0.0896425273502904
"ENSG00000138430","ENSG00000138430",0.35690894934433,4.85243580694261,7.90508026299781,0.0090356855874128,0.0896523482055673
"ENSG00000170379","ENSG00000170379",-0.603110125024044,3.27720447517549,15.5270653647379,0.00905946910677112,0.089858515302816
"ENSG00000141380","ENSG00000141380",-0.250584526396377,6.53658662833509,7.89651688321725,0.00906873717266653,0.0899206184179684
"ENSG00000054793","ENSG00000054793",1.06006489314682,3.13485169198163,8.29104560590648,0.00907340692674714,0.089937101141655
"ENSG00000085741","ENSG00000085741",1.31413450415101,1.81785216885802,10.641035911118,0.00909186960155219,0.0900902453394361
"ENSG00000198780","ENSG00000198780",-0.50761319351176,3.72507764169312,7.9623658985785,0.00910102019769256,0.0901510463769446
"ENSG00000108578","ENSG00000108578",0.327131121318303,4.97751187102397,7.88393798906681,0.00911752652975978,0.0902846459842604
"ENSG00000260997","ENSG00000260997",1.01332516526786,2.21319751453729,14.4133488516835,0.00913720363777147,0.0904495447823753
"ENSG00000115827","ENSG00000115827",-0.421979648398931,4.16243582871152,13.0908160083751,0.00914976675347483,0.0905439360564741
"ENSG00000125868","ENSG00000125868",0.338172393907157,6.19122946223229,7.87379759594934,0.00915706616764957,0.0905623304171601
"ENSG00000139174","ENSG00000139174",-0.885656251308009,2.46676078176607,15.9588374780204,0.00915768223312129,0.0905623304171601
"ENSG00000109670","ENSG00000109670",0.296661538444354,6.46403948264982,7.86606345353669,0.00918734901052671,0.0908012286011052
"ENSG00000162066","ENSG00000162066",-0.364342226971495,4.56446643118315,10.9434302156744,0.00918791231389214,0.0908012286011052
"ENSG00000176986","ENSG00000176986",-0.301948651499642,7.22486191472504,7.86109288939467,0.00920686877712876,0.090933742798792
"ENSG00000173198","ENSG00000173198",-0.529929057419296,5.1273949370563,8.02548384450246,0.00920740254789307,0.090933742798792
"ENSG00000139990","ENSG00000139990",-0.238016949404208,7.5392081463656,7.85727497034375,0.0092218927378747,0.0910333623928136
"ENSG00000103043","ENSG00000103043",-0.2456190058907,6.56017717877608,7.85684723357074,0.00922357759739927,0.0910333623928136
"ENSG00000204882","ENSG00000204882",-1.44300888600341,1.70486045848996,18.8864672878499,0.00923785352418114,0.0911441800200056
"ENSG00000197956","ENSG00000197956",0.40910548038202,9.08410300576198,7.85144527720573,0.00924488487862139,0.0911658329779143
"ENSG00000189266","ENSG00000189266",-0.40088521984725,6.6946438763671,7.85112618469238,0.00924614517378412,0.0911658329779143
"ENSG00000148396","ENSG00000148396",-0.401223186772331,6.90114867900311,7.84622689338506,0.0092655190730705,0.0913267461701296
"ENSG00000120800","ENSG00000120800",-0.470022370712738,4.27583004750103,7.84429267442948,0.00927317999177479,0.0913721409074218
"ENSG00000140632","ENSG00000140632",-0.249754076353173,6.79049724969569,7.83886875383707,0.00929469955161785,0.0915540151815322
"ENSG00000123095","ENSG00000123095",1.08817819031815,2.08873302033171,11.6635545520179,0.00929979431789341,0.0915740365744493
"ENSG00000131508","ENSG00000131508",0.223605167468193,7.00969545563377,7.83205971689998,0.00932179174722963,0.0917604286375583
"ENSG00000185532","ENSG00000185532",1.76587410435332,1.46541562734357,21.7734157460656,0.00932552493857725,0.0917669704798133
"ENSG00000242472","ENSG00000242472",1.32558444639081,1.79710868298274,14.7097554128999,0.00933092283864529,0.0917898840426603
"ENSG00000181315","ENSG00000181315",-0.905038847730004,2.41960568017672,17.3435042338883,0.00934055177213832,0.0918349492093412
"ENSG00000154978","ENSG00000154978",0.353079683665861,5.37652938383456,7.82708353986616,0.00934164572796575,0.0918349492093412
"ENSG00000134765","ENSG00000134765",-1.48650510838447,2.61473142030546,8.32563953102623,0.00934547954407536,0.0918424468503364
"ENSG00000173163","ENSG00000173163",0.307309865478372,4.9741337337794,11.7875503629904,0.00937606715037981,0.0921127753390631
"ENSG00000187109","ENSG00000187109",0.380520530504436,6.66867445440142,7.79490572902846,0.00947114779838786,0.0930163135996022
"ENSG00000204264","ENSG00000204264",0.35383746025018,8.40231590532033,7.79228643365205,0.00948177522884856,0.0930901143199988
"ENSG00000130487","ENSG00000130487",0.783403481479095,4.42355664576971,8.17078538943584,0.00948746241114703,0.0930960911327902
"ENSG00000008710","ENSG00000008710",-0.36822833491041,4.46659537100755,8.16775857043641,0.00948930378593396,0.0930960911327902
"ENSG00000187626","ENSG00000187626",-0.632727637276437,3.15273023632573,7.84082085358538,0.00949172318555015,0.0930960911327902
"ENSG00000165682","ENSG00000165682",1.55113479951344,3.44039446534759,8.35649537920201,0.00949644849914942,0.0931118991367421
"ENSG00000156508","ENSG00000156508",-0.320402554221205,10.6024623316147,7.78477383052006,0.00951232881514668,0.0932370348138189
"ENSG00000119318","ENSG00000119318",0.486304242998734,3.82429360911135,13.2823898902377,0.00952800969651245,0.093360134329687
"ENSG00000242294","ENSG00000242294",-0.633835331685892,3.13318746339945,8.41704871592151,0.00953412666741552,0.0933847651662015
"ENSG00000115459","ENSG00000115459",-0.275163857501257,5.30283413670415,7.98913214409349,0.00953676886198226,0.0933847651662015
"ENSG00000113263","ENSG00000113263",-0.396825723989018,8.09593391644116,7.77655214977429,0.00954588934903978,0.0934434765901913
"ENSG00000042753","ENSG00000042753",0.388322341245002,5.77442886900653,7.77439526427025,0.00955471503378834,0.0934992647530891
"ENSG00000165501","ENSG00000165501",0.548754034104431,3.49052702770384,12.7673521185018,0.00957251370925302,0.093642794398172
"ENSG00000104660","ENSG00000104660",-0.422082253857524,7.22298208245982,7.77649049595908,0.00962471970026627,0.0941227085142128
"ENSG00000068796","ENSG00000068796",0.284987483732937,6.41881702661259,7.75594319229567,0.0096305833126432,0.0941492624925123
"ENSG00000126653","ENSG00000126653",0.288859503693021,5.11907909551025,8.730644336493,0.00964879308534231,0.0942665158071334
"ENSG00000106245","ENSG00000106245",0.329829974562716,5.26266783728924,7.75151656036646,0.00964888162132203,0.0942665158071334
"ENSG00000135269","ENSG00000135269",-0.253569964341487,7.63860466020924,7.73912300509117,0.00970031478048415,0.0947380514403588
"ENSG00000151012","ENSG00000151012",1.76154566884107,1.46242801074684,27.3805369379196,0.0097042711744005,0.094745749092539
"ENSG00000115524","ENSG00000115524",-0.302875016658881,9.88921066907283,7.73509776884002,0.00971708377609587,0.0948398793486119
"ENSG00000279166","ENSG00000279166",0.585112707354531,4.04308978763844,7.80944740160912,0.00972497959489874,0.0948859754601784
"ENSG00000101188","ENSG00000101188",1.55336251219386,2.06101940841313,8.16442600755873,0.00972853443913175,0.0948897007182762
"ENSG00000266338","ENSG00000266338",-0.470038707563495,4.1849944763381,7.71779119492153,0.00978954359804005,0.0954536358980723
"ENSG00000115414","ENSG00000115414",2.26915537201531,3.05306529581662,8.30142507949653,0.00980322808844951,0.0955559113380322
"ENSG00000162873","ENSG00000162873",2.24097439364574,1.43086419432341,8.19657383530422,0.00982297737883739,0.095717216850483
"ENSG00000126391","ENSG00000126391",-0.290066559387934,6.82006703530325,7.70713678005521,0.00983444499351301,0.0957977451241064
"ENSG00000182158","ENSG00000182158",-0.347863713792196,4.96663108102133,7.70611114952141,0.00983877919974321,0.0958087567464411
"ENSG00000188321","ENSG00000188321",-0.478838307583191,4.71346322556681,7.72866299805305,0.00985922402080911,0.0959532958148235
"ENSG00000100351","ENSG00000100351",0.381126352867965,6.59750612040253,7.70094238242222,0.00986065360924629,0.0959532958148235
"ENSG00000169826","ENSG00000169826",-0.44091671947546,6.88719855458385,7.76264849314043,0.00986324799648111,0.0959532958148235
"ENSG00000213463","ENSG00000213463",-0.520997778323226,3.60693057444736,11.5511035517238,0.00987479642626161,0.0960344023178385
"ENSG00000033011","ENSG00000033011",0.29390747385688,5.10953193624031,9.74576560995937,0.00988581606570437,0.0961103151641382
"ENSG00000186812","ENSG00000186812",-0.484588310256129,3.89038687590805,7.68937341123819,0.0099098064942971,0.0963122402378794
"ENSG00000241468","ENSG00000241468",0.370333214987328,4.52010256257671,9.43527071135068,0.00991568012080941,0.0963380162484748
"ENSG00000204524","ENSG00000204524",-0.500635327797447,3.71550733704731,8.79487894443686,0.00991931310880141,0.0963420131596967
"ENSG00000164941","ENSG00000164941",-0.279944920135145,6.32635397860446,7.68635866266027,0.00992265907724819,0.0963432206834764
"ENSG00000150907","ENSG00000150907",-0.39213183370969,5.54335972482195,7.68300974584716,0.00993695762964245,0.0964501353050965
"ENSG00000243147","ENSG00000243147",0.369238308730611,5.11072483889217,7.68226956331052,0.00994012095001864,0.0964501353050965
"ENSG00000117410","ENSG00000117410",0.378144962531996,8.37663552383341,7.68029228781713,0.00994857662871357,0.0965008706070968
"ENSG00000162367","ENSG00000162367",1.29880659253277,2.90156329431206,8.14291844671553,0.00995874963334276,0.0965191678496847
"ENSG00000108443","ENSG00000108443",-0.305957739021215,5.36586327801477,7.67784101216154,0.00995907023550163,0.0965191678496847
"ENSG00000158636","ENSG00000158636",-0.277759836311024,5.30635155210217,9.31108251684243,0.00996014552697298,0.0965191678496847
"ENSG00000197223","ENSG00000197223",0.421752238381792,4.17631405713573,7.67565690330629,0.00996843031141043,0.0965681595279329
"ENSG00000166398","ENSG00000166398",-0.443269169142172,4.86949675514068,7.66779919334104,0.0100021842929169,0.0968637698444559
"ENSG00000119396","ENSG00000119396",-0.248978110146263,6.79894959542883,7.6646236726394,0.0100158605964386,0.0969648142235337
"ENSG00000186001","ENSG00000186001",-0.296488695982182,5.24387602440044,7.66300587650088,0.0100228359523727,0.0969700185005355
"ENSG00000286796","ENSG00000286796",-0.851887816242378,2.5163930122349,14.4851405456066,0.0100228833701774,0.0969700185005355
"ENSG00000273983","ENSG00000273983",2.11915592139421,1.28369982142674,32.1043426399528,0.0100382106842312,0.0970809858898929
"ENSG00000237352","ENSG00000237352",1.62272592516627,1.54083563142867,27.1284255351954,0.0100408456564935,0.0970809858898929
"ENSG00000107164","ENSG00000107164",-0.235468593359908,6.08826049602648,7.65562380401681,0.0100547321611151,0.0971838284674041
"ENSG00000007038","ENSG00000007038",-1.95197906166369,2.32414172227774,8.19047888620528,0.0100597603901324,0.097195314857796
"ENSG00000116044","ENSG00000116044",-0.944044494010076,7.03153729047711,8.19180791191717,0.01006242082594,0.097195314857796
"ENSG00000129084","ENSG00000129084",0.293459521578242,5.10221277134692,8.84112325185736,0.0100742814575228,0.0972784588270005
"ENSG00000221909","ENSG00000221909",-0.726038467506943,2.83829229929977,13.9482827648746,0.0100786900230172,0.0972896143119201
"ENSG00000198925","ENSG00000198925",-0.323324827115965,5.74482132992839,7.64636380566523,0.0100948991895826,0.0974146370650107
"ENSG00000198668","ENSG00000198668",0.297733542121495,9.39981603469276,7.64376394468574,0.010106208052555,0.0974923070360187
"ENSG00000108349","ENSG00000108349",-0.242996998260013,7.27287670332306,7.64279695432746,0.010110417790015,0.0975014653371166
"ENSG00000007392","ENSG00000007392",-0.289903381870215,6.29152234969935,7.6400237345145,0.0101225014638608,0.0975865268461504
"ENSG00000078618","ENSG00000078618",0.264150434208166,7.74244048538354,7.63894348867056,0.0101272126544288,0.0975936059860017
"ENSG00000099256","ENSG00000099256",1.37942542531858,1.73219332156117,12.0657586455647,0.0101297626811754,0.0975936059860017
"ENSG00000135686","ENSG00000135686",-0.227124392753089,5.98814720799928,7.63621270814417,0.0101391328666575,0.0976524213775821
"ENSG00000148290","ENSG00000148290",0.308890709811946,6.21586700571112,7.63073092426565,0.0101631078209055,0.0978362647962814
"ENSG00000167085","ENSG00000167085",0.267965843643655,5.93520671227581,7.63035271068573,0.0101647642441748,0.0978362647962814
"ENSG00000287037","ENSG00000287037",2.02433043989051,1.32409044406301,11.0003853610032,0.0101803999615691,0.0979420133247934
"ENSG00000130723","ENSG00000130723",-0.354508970019109,6.31642648547923,7.62635257767459,0.0101823012682422,0.0979420133247934
"ENSG00000185885","ENSG00000185885",1.04267737590773,7.94669511779638,8.17250718448981,0.0101940080610826,0.0980017193382986
"ENSG00000140829","ENSG00000140829",-0.258036956456872,6.61985755209722,7.62344647364761,0.0101950626604731,0.0980017193382986
"ENSG00000255571","ENSG00000255571",-1.01465549997199,2.1975621278353,23.2647972724337,0.0102035482334543,0.0980453000549569
"ENSG00000136643","ENSG00000136643",-0.273729273322215,5.23275912358195,9.14456214128464,0.0102061534549768,0.0980453000549569
"ENSG00000117360","ENSG00000117360",-0.269570983636413,6.19542391082929,7.61933359816868,0.0102131531196994,0.0980810353386675
"ENSG00000135457","ENSG00000135457",-0.33530069157284,4.70282518776208,9.30278472673007,0.0102394286849431,0.0982906360538805
"ENSG00000124733","ENSG00000124733",0.267342819598237,5.67271918297934,7.6128930403272,0.0102415523137901,0.0982906360538805
"ENSG00000130881","ENSG00000130881",-0.604769309391262,3.97509920244422,7.70440441786173,0.0102507304632245,0.0983065116761257
"ENSG00000167447","ENSG00000167447",-0.399330188982149,4.46311734075326,7.610763237245,0.0102509624899862,0.0983065116761257
"ENSG00000178982","ENSG00000178982",0.282002485006921,6.94963890989319,7.61028690376964,0.010253068380466,0.0983065116761257
"ENSG00000131368","ENSG00000131368",-0.272264226945585,5.28779319607747,9.20565828233056,0.01025705498883,0.0983087057533689
"ENSG00000147400","ENSG00000147400",0.469315936493327,3.90434413785887,8.09803747593221,0.0102598719497162,0.0983087057533689
"ENSG00000099290","ENSG00000099290",-0.284731019663171,6.18877635750576,7.60528849642469,0.0102751950522908,0.098423993606264
"ENSG00000023697","ENSG00000023697",0.361494441607348,5.39799953179316,7.60365430431979,0.0102824405057873,0.098461858253464
"ENSG00000130584","ENSG00000130584",-1.06790102454299,2.11074827166208,21.7424336893672,0.0102873692732638,0.0984775218044026
"ENSG00000167984","ENSG00000167984",-0.474349010116533,6.81558027583763,7.72774580688491,0.010306574091713,0.0986297914280564
"ENSG00000181027","ENSG00000181027",-0.466040077266459,3.96225873332712,7.5970415867179,0.0103118160497721,0.0986483873859358
"ENSG00000134954","ENSG00000134954",-0.345560798324264,8.4310906311453,7.59447205942522,0.0103232553150062,0.0987262392693512
"ENSG00000143952","ENSG00000143952",-0.274902029935088,5.47951954992256,7.59202246473196,0.0103341735524552,0.098775932853897
"ENSG00000140262","ENSG00000140262",-0.227134864670283,6.45780117018331,7.59148859728533,0.0103365547582169,0.098775932853897
"ENSG00000125945","ENSG00000125945",-0.561071248738255,3.41641926236264,11.2011791269935,0.0103383604692425,0.098775932853897
"ENSG00000125648","ENSG00000125648",0.354685358711626,4.86921066386008,7.58955814328966,0.010345170150771,0.0988094261765595
"ENSG00000103175","ENSG00000103175",2.20124807201801,1.24281119711621,11.0933389609344,0.0103503246854046,0.0988270944179513
"ENSG00000106341","ENSG00000106341",-1.80117743113025,2.28900397570087,8.09261087678877,0.0103650831034794,0.0989051443625507
"ENSG00000160683","ENSG00000160683",-0.860092366756677,2.76443802522087,7.74710217503735,0.0103651136074982,0.0989051443625507
"ENSG00000161298","ENSG00000161298",-0.661906959744715,3.0276848060352,15.97666163296,0.0103714585871376,0.0989341209085643
"ENSG00000151468","ENSG00000151468",2.09794572787593,1.38358745930681,8.02445209483593,0.0103962346650072,0.0991388385385971
"ENSG00000184385","ENSG00000184385",-2.60041402880703,1.67897886834468,8.10454841788868,0.0104097070033039,0.0992097559292241
"ENSG00000168014","ENSG00000168014",-0.308848684436847,5.29192470429201,7.57501958727279,0.010410306440592,0.0992097559292241
"ENSG00000128011","ENSG00000128011",-0.606813392994364,3.2175802596952,12.1839195027824,0.0104305616221098,0.0993711198818716
"ENSG00000167618","ENSG00000167618",1.45688733429785,3.48901765300336,8.10073871294302,0.0104446658384233,0.0994737999675314
"ENSG00000172273","ENSG00000172273",-0.31746881766493,5.03610964359288,7.56573213458291,0.0104521507981994,0.0994863822396191
"ENSG00000099785","ENSG00000099785",0.85034524092588,6.58116717801221,8.06713432998135,0.0104538134788855,0.0994863822396191
"ENSG00000148444","ENSG00000148444",0.414631155216436,4.11745417722975,8.25340654574078,0.0104559672087986,0.0994863822396191
"ENSG00000172809","ENSG00000172809",0.302746184079958,6.85207506478495,7.55473819373114,0.0105019211898854,0.0998660773307739
"ENSG00000197457","ENSG00000197457",-0.570020562012861,5.65584977614633,7.81969132734724,0.0105025518543817,0.0998660773307739
"ENSG00000151690","ENSG00000151690",-0.339465377132841,6.03833533017295,7.55108247501651,0.0105185281807415,0.0999862000143272
"ENSG00000180537","ENSG00000180537",3.09404704988651,1.47578696536725,8.08432374975479,0.0105609298820822,0.100357358793666
"ENSG00000248385","ENSG00000248385",2.3202306508287,1.64124283685747,8.03200618053407,0.0106223884864909,0.100909316292411
"ENSG00000170190","ENSG00000170190",-0.431977366564585,4.82918837686911,7.5258353386997,0.0106340052609219,0.100987592038066
"ENSG00000108846","ENSG00000108846",0.876973859353925,5.61706527702455,8.01797639678235,0.0106705005822959,0.101302006321765
"ENSG00000170242","ENSG00000170242",-0.276607160995624,7.17853704255213,7.51632564274859,0.0106778596607332,0.101339699509434
"ENSG00000105732","ENSG00000105732",-0.538486361304055,5.75669367293025,7.73927700274279,0.010684943284463,0.101371156088372
"ENSG00000137955","ENSG00000137955",0.353978155524928,4.84162518929994,7.51364219837862,0.0106902701857015,0.101371156088372
"ENSG00000091157","ENSG00000091157",-0.250085526623462,6.29653536235433,7.51341029037833,0.0106913434643948,0.101371156088372
"ENSG00000135424","ENSG00000135424",1.10233959729098,2.04117055431511,8.12320531742699,0.0107229327299128,0.101638447951835
"ENSG00000164691","ENSG00000164691",-1.27781372205826,8.4293828209184,8.05966683449681,0.0107349933333676,0.101720524598973
"ENSG00000149260","ENSG00000149260",-0.638085849004807,3.45127274767589,7.54777990303993,0.0107612576940084,0.101937095767919
"ENSG00000105373","ENSG00000105373",-0.2931478385089,7.34982193862476,7.49749020073424,0.0107653042819229,0.101943136336575
"ENSG00000165490","ENSG00000165490",-0.585063325032355,3.29190082163858,10.3330649298152,0.010768918598747,0.101945080941921
"ENSG00000011376","ENSG00000011376",-0.33095782168942,4.73312432470943,7.49258079646226,0.0107882247438411,0.102095525621698
"ENSG00000168159","ENSG00000168159",0.270548970250521,7.21159463250893,7.49145362694146,0.0107934946623648,0.10211308379564
"ENSG00000223855","ENSG00000223855",1.06505661305812,2.66828997994793,7.79624701358616,0.0107998498870313,0.102140895278833
"ENSG00000197841","ENSG00000197841",-0.478843439108622,3.92049744312554,7.48584779369239,0.0108197457205887,0.102269765040042
"ENSG00000161204","ENSG00000161204",-0.25552430650342,6.40750224918355,7.48469971144986,0.0108251305704645,0.102269765040042
"ENSG00000151233","ENSG00000151233",-0.499027848195547,3.96504072651226,7.48425679202316,0.0108272087776645,0.102269765040042
"ENSG00000011405","ENSG00000011405",-0.374521711774638,4.93822056327174,7.48354610367496,0.0108305442848618,0.102269765040042
"ENSG00000174500","ENSG00000174500",-0.588819918303484,3.7963886929178,7.5315327052536,0.0108305750169474,0.102269765040042
"ENSG00000231131","ENSG00000231131",2.03962879900011,1.30754321095826,27.0625548363127,0.0108500734142511,0.102421542125372
"ENSG00000279164","ENSG00000279164",1.19821072582182,1.90987946811447,14.8836309927956,0.0108623219591968,0.102504808516813
"ENSG00000151729","ENSG00000151729",0.523626991111151,4.6115948072249,7.5661726288171,0.0108676802423428,0.10252302133983
"ENSG00000183914","ENSG00000183914",1.69899145602134,1.4822010327811,12.4806534370942,0.0108770959527378,0.102579487375158
"ENSG00000076928","ENSG00000076928",-0.267485136823014,9.47502644789138,7.47099456119938,0.0108896383421522,0.102665395530284
"ENSG00000174775","ENSG00000174775",0.346427959502071,4.60471621326342,12.4599618109122,0.0109284450644493,0.102998786527689
"ENSG00000068650","ENSG00000068650",-0.367308695988776,6.12536289590593,7.4606465155513,0.0109386229656835,0.103062230557266
"ENSG00000102265","ENSG00000102265",0.630932098456561,7.80857226021847,7.78230858615161,0.0109556315215315,0.103189841741023
